content
念奴娇·中秋对月(文征明)::桂花浮玉，正月满天街，夜凉如洗。风泛须眉并骨寒，人在水晶宫里。蛟龙偃蹇，观阙嵯峨，缥缈笙歌沸。霜华满地，欲跨彩云飞起。记得去年今夕，酾酒溪亭，淡月云来去。千里江山昨梦非，转眼秋光如许。青雀西来，嫦娥报我，道佳期近矣。寄言俦侣，莫负广寒沈醉。
中秋对月(曹松)::无云世界秋三五，共看蟾盘上海涯。 直到天头天尽处，不曾私照一人家。
江城子·中秋早雨晚晴(陈著)::中秋佳月最端圆。老痴顽。见多番。杯酒相延，今夕不应慳。残雨如何妨乐事，声淅淅，点斑斑。天应有意故遮阑。拍人间。等闲看。好处时光，须用著些难。直待黄昏风卷霁，金滟滟，玉团团。
八月十五夜赠张功曹(韩愈)::纤云四卷天无河，清风吹空月舒波。沙平水息声影绝，一杯相属君当歌。君歌声酸辞且苦，不能听终泪如雨。洞庭连天九疑高，蛟龙出没猩鼯号。十生九死到官所，幽居默默如藏逃。下床畏蛇食畏药，海气湿蛰熏腥臊。昨者州前捶大鼓，嗣皇继圣登夔皋。赦书一日行万里，罪从大辟皆除死。迁者追回流者还，涤瑕荡垢清朝班。州家申名使家抑，坎轲只得移荆蛮。判司卑官不堪说，未免捶楚尘埃间。同时辈流多上道，天路幽险难追攀。君歌且休听我歌，我歌今与君殊科。一年明月今宵多，人生由命非由他。有酒不饮奈明何。
菩萨蛮·何须急管吹云(高观国)::何须急管吹云暝，高寒滟滟开金饼。今夕不登楼，一年空过秋。桂花香雾冷，梧叶西风影。客醉倚河桥，清光愁玉箫。
齐天乐·中秋宿真定驿(史达祖)::西风来劝凉云去，天东放开金镜。照野霜凝，入河桂湿，一一冰壶相映。殊方路永。更分破秋光，尽成悲镜。有客踌躇，古庭空自吊孤影。江南朋旧在许，也能怜天际，诗思谁领？梦断刀头，书开虿尾，别有相思随定。忧心耿耿。对风鹊残枝，露蛩荒井。斟酌姮娥，九秋宫殿冷。
闰中秋玩月(慧霖)::禅边风味客边愁，馈我清光又满楼。一月可曾闲几日，百年难得闰中秋。菊花信待重阳久，桂子香闻上界留。遮莫圆明似前度，不知谁续广寒游。
思佳客·闰中秋(吴文英)::丹桂花开第二番。东篱展却宴期宽。人间宝镜离仍合，海上仙槎去复还。分不尽，半凉天。可怜闲剩此婵娟。素娥未隔三秋梦，赢得今宵又倚阑。
浣溪沙·中秋坐上十八(张孝祥)::同是瀛洲册府仙，今朝聊结社中莲，胡笳按拍酒如川。唤起封姨清晚暑，更将荔子荐新圆，从今三夜看婵娟。
癸未八月十四日至十六(曾几)::年年岁岁望中秋，岁岁年年雾雨愁。凉月风光三夜好，老夫怀抱一生休。明时谅费银河洗，缺处应须玉斧修。京洛胡尘满人眼，不知能似浙江不。
中秋(李朴)::皓魄当空宝镜升，云间仙籁寂无声。平分秋色一轮满，长伴云衢千里明。狡兔空从弦外落，妖蟆休向眼前生。灵槎拟约同携手，更待银河彻底清。
喜闻捷报(毛泽东)::一九四七年中秋步运河上，闻西北野战军收复蟠龙作。秋风度河上，大野入苍穹。佳令随人至，明月傍云生。故里鸿音绝，妻儿信未通。满宇频翘望，凯歌奏边城。
满江红·中秋夜潮(史达祖)::万水归阴，故潮信盈虚因月。偏只到、凉秋半破，斗成双绝。有物指磨金镜净，何人拏攫银河决？想子胥今夜见嫦娥，沉冤雪。光直下，蛟龙穴；声直上，蟾蜍窟。对望中天地，洞然如刷。激气已能驱粉黛，举杯便可吞吴越。待明朝说似与儿曹，心应折！
木兰花慢·丁未中秋(刘克庄)::水亭凝望久，期不至、拟还差。隔翠幌银屏，新眉初画，半面犹遮。须臾淡烟薄霭，被西风扫尽不留些。失了白衣苍狗，夺回雪兔金蟆。 乘云径到玉皇家。人世鼓三挝。试自判此生，更看几度，小住为佳。何须如钩似玦，便相将、只有半菱花。莫遣素娥知道，和他发也苍华。
醉落魄·丙寅中秋(郭应祥)::琼楼玉宇。分明不受人间暑。寻常岂是无三五。惟有今宵，皓彩皆同普。素娥阅尽今和古。何妨小驻听吾语。当年弄影婆娑舞。妙曲虽传，毕竟人何许。
玉漏迟·瓜泾度中秋夕(吴文英)::雁边风讯小，飞琼望杳，碧云先晚。露冷阑干，定怯藕丝冰腕。净洗浮空片玉，胜花影、春灯相乱。秦镜满。素娥未肯，分秋一半。 每圆处即良宵，甚此夕偏饶，对歌临怨。万里婵娟，几许雾屏云幔。孤兔凄凉照水，晓风起、银河西转。摩泪眼。瑶台梦回人远。
八月十五日夜瑶台寺对(权德舆)::嬴女乘鸾已上天，仁祠空在鼎湖边。 凉风遥夜清秋半，一望金波照粉田。
桂枝香·吹箫人去(刘辰翁)::吹箫人去。但桂影徘徊，荒杯承露。东望鞭芙缥缈，寒光如注。去年夜半横江梦，倚危樯，参差曾赋。茫茫角动，回舟尽兴，未惊鸥鹭。情知道、明年何处。漫待客黄楼，尘波前度。二十四桥，颇有杜书记否。二三字者今如此，看使君、角巾东路。人间俯仰，悲欢何限，团圆如故。
中秋咏怀借杜子美秋日(徐威)::异乡青嶂外，故里白云边。北极悬双眼，中秋度四年。灯前横一剑，江浒宿孤船。玉露漙漙忌，金波炯炯然。山风徒自溷，儒俗不同迁。对酒轻千日，论诗嗣百篇。斫才犹见朴，礲智未成圆。自是穷荒地，谁怜落寞天。梧桐床护满，蟋蟀井吟偏。何处寻灵运，无人问稚川。寒岩巢燕别，疏竹网虫悬。市贾希求纸，民储寡守钱。饔餐粗乃习，衣褐短堪怜。名谷非甘谷，称泉半盗泉。土城门不警，竹屋壁常穿。钧石唯咨背，舆台只食肩。戆呆千百种，秀敏几多员。猎野狐偕走，烧畲蚁并缘。夸酣言沓沓，鼓饱腹便便。定静聋疑吹，晴明瞽讶烟。立名甘在下，恃气或争前。肥丑红楼女，粗豪碧洞仙。城隅频有约，淇水久相传。淰淰重岚晻，潺潺小涧湲。背恩棠遂伐，忘义豆长煎。胥学凶如虿，无惭行有膻。豚蹄祈殖谷，糟酒乐登筵。墉集欺猫鼠，林藏逐雀鹯。礼罗谁共入，宪网底粗悛。腐木难胜斧，孤雏叵受鋋。整冠迷狎李，称物昧持权。天德劳巡抚，人愚苦系挛。树藩吁格逖，作县失烝蠲。平谳翻遗蠹，催科绝胜畋。秽污无与汰，残忍复叨全。私有千端计，公无半语宣。执鞭深结友，握椠恶亲贤。富视铜三百，贫量石二千。中冓言可丑，有北尔当先。反笑人驽钝，私扬已骥翩。谬为明舞态，暗弄卓奔弦。伪狗故盛衍，非鱼罔寄筌。斯人宜罪也，夫我岂为焉。自昔图通变，而今谨折旋。第令心怏怏，未极理玄玄。诸子新粱肉，群经旧井田。鸾鸣将日近，鹏举欲云连。何苦原衣弊，难更肇锦鲜。平澜寒负耒，阴壑夜鸣舷。冷落千军笔，纷披十样笺。廉都多宠顾，贪守一拘牵。固谓身无绌，原来命独邅。昆山宁玉弃，合浦敢珠捐。踧蹜腾高浪，参差始碧涟。悠悠江至澧，浩浩洛吞瀍。对客封佳句，思亲梦故阡。甘心和氏璞，陶面祖生鞭。嫫母声兼恶，南威色丧娟。嗷嗷秋塞雁，嘒嘒晚林蝉。传世心如锦，回天力未绵。马融先解帐，郑老疾推毡。幼子摊书籍，娇妻问翠钿。乾坤无广厦，风雪压危椽。泛慕沧溟际，行思岱岳巅。五穷延使坐，三疾强令痊。日啖如瓜枣，时寻在火莲。拒随昌寓乘，嬉射长房拳。逼侧悲图骏，徘徊笑卜鳣。敛容过土梗，负汗逐罗鞯。灸热谁何焰，随流恁地涓。摘苹聊涉沚，务稼暂依堧。缅为知心惜，难纾渴思缠。晴冈灵凤哑，旱岁老龙眠。恶守邪溪黑，勤磨大道坚。胸襟真濩落，翰墨独瑰妍。既作鹏同起，休论鷃旂翾。数精卑一行，词正狭优旃。气象凌秋汉，光华逼斗躔。居今仍齿齿，览古愈虔虔。珍敌西南美，雄排左右甄。上台凝望锐，寄字远求骈。京赋人争写，麟经手续编。小官居不愠，健笔秉须专。白下岩鸣铎，长沙省佩弦。杖明诛琐伯，吐爱学乘禅。尔雅言言熟，传灯字字诠。贾生谗自汉，郭隗起无燕。门弟怀明道，家人念闵骞。久孤黔首恋，肯与瘴江延。写别衣皆泪，求亲道欲涎。山长空寄鲤，春尽好闻鹃。牛女缡犹结，参商毂怎旋。荡舟如得奡，辟谷苟缝佺。阊阖须臾启，文昌瞬息褰。世间惊两鸟，眼底尽飞鸢。脱后前人步，终贻半世愆。酉山书每附，浯石颂宜镌。处处青春在，年年碧草芊。壮心期不已，浩气亮非孱。韩柳拚来择，萧曹幸免铨。
好事近·中秋席上和王(辛弃疾)::明月到今宵，长是不如人约。想见广寒宫殿，正云梳风掠。夜深休更唤笙歌，檐头雨声恶。不是小山词就，这一场寥索。
洞仙歌·中秋(向子諲)::碧天如水，一洗秋容净。何处飞来大明镜。谁道斫却桂，应更光辉，无遗照，泻出山河倒影。 人犹苦余热，肺腑生尘，移我超然到三境。问姮娥、缘底事，乃有盈亏，烦玉斧、运风重整。教夜夜、人世十分圆，待拚却长年，醉了还醒。
中秋见月和子由(苏轼)::明月未出群山高，瑞光千丈生白毫。一杯未尽银阙涌，乱云脱坏如崩涛。谁为天公洗眸子，应费明河千斛水。遂令冷看世间人，照我湛然心不起。西南火星如弹丸，角尾奕奕苍龙蟠。今宵注眼看不见，更许萤火争清寒。何人舣舟临古汴，千灯夜作鱼龙变。曲折无心逐浪花，低昂赴节随歌板。青荧灭没转前山，浪飐风回岂复坚。明月易低人易散，归来呼酒更重看。堂前月色愈清好，咽咽寒螀鸣露草。卷帘推户寂无人，窗下咿哑惟楚老。南都从事莫羞贫，对月题诗有几人。明朝人事随日出，恍然一梦瑶台客。
永遇乐·乙巳中秋风雨(吴文英)::风拂尘徽，雨侵凉榻，才动秋思。缓酒销更，移灯傍影，净洗芭蕉耳。铜华沧海，愁霾重嶂，燕北雁南天外。算阴晴，浑似几番，渭城故人离会。 青楼旧日，高歌取醉，唤出玉人梳洗。红叶流光，苹花两鬓，心事成秋水。白凝虚晓，香吹轻烬，倚窗小瓶疏桂。问深宫，姮娥正在，妒云第几。
回董提举中秋请宴启(文天祥)::照江叠节，载画舫之清冰；待月举杯，呼芳樽于绿净。拜华星之坠几，约明月之浮槎。风雨满城，何幸两重阳之近；江山如画，尚从前赤壁之游。槁秸申酬，轮嗣布。
尾犯·甲辰中秋(吴文英)::绀海掣微云，金井暮凉，梧韵风急。何处楼高，想清光先得。江汜冷、冰绡乍洗，素娥堪，菱花再拭。影留人去，忍向夜深，帘户照陈迹。 竹房苔径小，对日暮、数尽烟碧。露蓼香泾，记年时相识。二十五、声声秋点，梦不认、屏山路窄。醉魂幽扬，满地桂阴无人惜。
中秋夜洞庭湖对月歌(查慎行)::长风霾云莽千里，云气蓬蓬天冒水。风收云散波乍平，倒转青天作湖底。初看落日沉波红，素月欲升天敛容。舟人回首尽东望，吞吐故在冯夷宫。须臾忽自波心上，镜面横开十余丈。月光浸水水浸天，一派空明互回荡。此时骊龙潜最深，目炫不得衔珠吟。巨鱼无知作腾踔，鳞甲一动千黄金。人间此境知难必，快意翻从偶然得。遥闻渔父唱歌来，始觉中秋是今夕。
新雁过妆楼·中秋后一(吴文英)::阆苑高寒。金枢动、冰宫桂树年年。翦秋一半，难破万户连环。织锦相思楼影下，钿钗暗约小帘间。共无眠。素娥惯得，西坠阑干。 谁知壶中自乐，正醉围夜玉，浅斗婵娟。雁风自劲，云气不上凉天。红牙润沾素手，听一曲清歌双雾鬟。徐郎老，恨断肠声在，离镜孤鸾。
